"PRASYMO_ID";"PRASYMO_PATEIKIMO_DATA";"LANKYTI_NUO";"ISTAIGA";"ISTAIGOS_KODAS";"KALBA";"PAGEIDAUJAMA_LANKYTI_KLASE"
"4756";"2017-03-01 22:27:13";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"1"
"4757";"2017-03-01 22:27:25";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"1"
"4758";"2017-03-01 22:28:53";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4759";"2017-03-01 22:30:20";"2017-09-01";"Vilniaus savivaldybės Grigiškių pradinė mokykla";"190648581";"lt";"1"
"4760";"2017-03-01 22:31:18";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4761";"2017-03-01 22:33:16";"2017-09-01";"Vilniaus Sofijos Kovalevskajos gimnazija";"304075188";"ru";"9"
"4762";"2017-03-01 22:33:36";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"4763";"2017-03-01 22:34:07";"2017-09-01";"Vilniaus Maironio progimnazija";"190002564";"lt";"1"
"4763";"2017-03-01 22:34:07";"2017-09-01";"Vilniaus Žygimanto Augusto pagrindinė mokykla";"290003090";"lt";"1"
"4764";"2017-03-01 22:35:14";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"4766";"2017-03-01 22:36:38";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"5"
"4767";"2017-03-01 22:37:56";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"9"
"4767";"2017-03-01 22:37:56";"2017-09-01";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"4767";"2017-03-01 22:37:56";"2017-09-01";"Vilniaus licėjus";"291221220";"lt";"9"
"4767";"2017-03-01 22:37:56";"2017-09-01";"Vilniaus Žirmūnų gimnazija";"190000360";"lt";"9"
"4767";"2017-03-01 22:37:56";"2017-09-01";"Vilniaus Vytauto Didžiojo gimnazija";"300134269";"lt";"9"
"4768";"2017-03-01 22:40:42";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"5"
"4768";"2017-03-01 22:40:42";"2017-09-01";"Vilniaus Gerosios Vilties progimnazija";"190004615";"lt";"5"
"4768";"2017-03-01 22:40:42";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"5"
"4768";"2017-03-01 22:40:42";"2017-09-01";"Vilniaus Sausio 13-osios mokykla";"190005293";"lt";"5"
"4769";"2017-03-01 22:40:46";"2017-08-31";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"4770";"2017-03-01 22:41:00";"2017-09-01";"Vilniaus Radvilų gimnazija";"190003285";"lt";"9"
"4770";"2017-03-01 22:41:00";"2017-09-01";"Vilniaus Žemynos gimnazija";"190008827";"lt";"9"
"4770";"2017-03-01 22:41:00";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"9"
"4770";"2017-03-01 22:41:00";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"9"
"4770";"2017-03-01 22:41:00";"2017-09-01";"Vilniaus Verkių mokykla-daugiafunkcis centras";"190981237";"lt";"9"
"4771";"2017-03-01 22:41:25";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"4771";"2017-03-01 22:41:25";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4772";"2017-03-01 22:42:12";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"4773";"2017-03-01 22:42:34";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"4773";"2017-03-01 22:42:34";"2017-09-01";"Vilniaus Volungės darželis-mokykla";"191713046";"lt";"1"
"4774";"2017-03-01 22:42:54";"2017-09-01";"Vilniaus darželis - mokykla ""Vaivorykštė""";"190013393";"ru";"1"
"4774";"2017-03-01 22:42:54";"2017-09-01";"Vilniaus ""Santaros"" progimnazija";"304089978";"ru";"1"
"4774";"2017-03-01 22:42:54";"2017-09-01";"Vilniaus savivaldybės Grigiškių gimnazija";"190661333";"ru";"1"
"4775";"2017-03-01 22:43:11";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"4776";"2017-03-01 22:43:22";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4777";"2017-03-01 22:43:39";"2017-09-01";"Vilniaus Vytauto Didžiojo gimnazija";"300134269";"lt";"11"
"4777";"2017-03-01 22:43:39";"2017-09-01";"Vilniaus Užupio gimnazija";"190001124";"lt";"11"
"4777";"2017-03-01 22:43:39";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"11"
"4777";"2017-03-01 22:43:39";"2017-09-01";"Vilniaus Salomėjos Nėries gimnazija";"190004387";"lt";"11"
"4777";"2017-03-01 22:43:39";"2017-09-01";"Vilniaus Jono Basanavičiaus gimnazija";"302522904";"lt";"11"
"4778";"2017-03-01 22:43:41";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"4779";"2017-03-01 22:45:22";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"5"
"4779";"2017-03-01 22:45:22";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"4779";"2017-03-01 22:45:22";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"4779";"2017-03-01 22:45:22";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"5"
"4779";"2017-03-01 22:45:22";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"5"
"4780";"2017-03-01 22:45:29";"2017-09-01";"Vilniaus Aleksandro Puškino mokykla";"190003470";"ru";"5"
"4781";"2017-03-01 22:45:30";"2017-09-01";"Vilniaus Balsių progimnazija";"302589995";"lt";"1"
"4782";"2017-03-01 22:47:20";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4782";"2017-03-01 22:47:20";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"1"
"4782";"2017-03-01 22:47:20";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"4782";"2017-03-01 22:47:20";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4782";"2017-03-01 22:47:20";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4783";"2017-03-01 22:48:42";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4784";"2017-03-01 22:50:24";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"5"
"4784";"2017-03-01 22:50:24";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"5"
"4784";"2017-03-01 22:50:24";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"5"
"4784";"2017-03-01 22:50:24";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"5"
"4784";"2017-03-01 22:50:24";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"5"
"4785";"2017-03-01 22:51:14";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"5"
"4786";"2017-03-01 22:51:53";"2017-09-01";"Vilniaus ""Pelėdos"" pradinė mokykla";"190016165";"lt";"1"
"4786";"2017-03-01 22:51:53";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"1"
"4786";"2017-03-01 22:51:53";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"4787";"2017-03-01 22:51:54";"2017-09-01";"Vilniaus Medeinos pradinė mokykla";"190032746";"lt";"1"
"4788";"2017-03-01 22:52:23";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"5"
"4789";"2017-03-01 22:52:53";"2018-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4789";"2017-03-01 22:52:53";"2018-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4789";"2017-03-01 22:52:53";"2018-09-01";"Vilniaus ""Spindulio"" progimnazija";"190006242";"lt";"1"
"4789";"2017-03-01 22:52:53";"2018-09-01";"Vilniaus ""Ryto"" progimnazija";"190006057";"lt";"1"
"4790";"2017-03-01 22:53:46";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4790";"2017-03-01 22:53:46";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4791";"2017-03-01 22:54:43";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"4792";"2017-03-01 22:55:22";"2017-09-01";"Vilniaus Aleksandro Puškino mokykla";"190003470";"ru";"1"
"4792";"2017-03-01 22:55:22";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4793";"2017-03-01 22:55:25";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"1"
"4794";"2017-03-01 22:55:29";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"4794";"2017-03-01 22:55:29";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"4794";"2017-03-01 22:55:29";"2017-09-01";"Vilniaus Šeškinės pradinė mokykla";"191713384";"lt";"1"
"4794";"2017-03-01 22:55:29";"2017-09-01";"Vilniaus Žygimanto Augusto pagrindinė mokykla";"290003090";"lt";"1"
"4795";"2017-03-01 22:56:00";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"5"
"4797";"2017-03-01 22:56:37";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"4797";"2017-03-01 22:56:37";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4797";"2017-03-01 22:56:37";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4798";"2017-03-01 22:56:43";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"4798";"2017-03-01 22:56:43";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"4798";"2017-03-01 22:56:43";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"4798";"2017-03-01 22:56:43";"2017-09-01";"Vilniaus karaliaus Mindaugo mokykla";"190005336";"lt";"1"
"4799";"2017-03-01 22:57:39";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4799";"2017-03-01 22:57:39";"2017-09-01";"Vilniaus Emilijos Pliaterytės progimnazija";"195472653";"lt";"1"
"4799";"2017-03-01 22:57:39";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4800";"2017-03-01 22:57:52";"2017-09-01";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"4800";"2017-03-01 22:57:52";"2017-09-01";"Vilniaus šv. Kristoforo gimnazija";"302420721";"lt";"9"
"4801";"2017-03-01 22:59:18";"2017-09-01";"Vilniaus Medeinos pradinė mokykla";"190032746";"lt";"1"
"4802";"2017-03-01 22:59:38";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"4802";"2017-03-01 22:59:38";"2017-09-01";"Vilniaus ""Pelėdos"" pradinė mokykla";"190016165";"lt";"1"
"4803";"2017-03-01 23:01:01";"2017-09-01";"Vilniaus Šeškinės pradinė mokykla";"191713384";"lt";"1"
"4803";"2017-03-01 23:01:01";"2017-09-01";"Vilniaus ""Šviesos"" pradinė mokykla";"191665480";"lt";"1"
"4803";"2017-03-01 23:01:01";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"4803";"2017-03-01 23:01:01";"2017-09-01";"Vilniaus Fabijoniškių mokykla";"190003851";"lt";"1"
"4804";"2017-03-01 23:03:08";"2017-09-01";"Vilniaus ""Spindulio"" progimnazija";"190006242";"lt";"1"
"4806";"2017-03-01 23:04:33";"2017-09-01";"Vilniaus darželis - mokykla ""Vaivorykštė""";"190013393";"ru";"1"
"4807";"2017-03-01 23:04:35";"2017-09-01";"Vilniaus Karoliniškių gimnazija";"190008631";"lt";"9"
"4807";"2017-03-01 23:04:35";"2017-09-01";"Vilniaus Žirmūnų gimnazija";"190000360";"lt";"9"
"4807";"2017-03-01 23:04:35";"2017-09-01";"Vilniaus Simono Daukanto gimnazija";"301806652";"lt";"9"
"4807";"2017-03-01 23:04:35";"2017-09-01";"Vilniaus Mykolo Biržiškos gimnazija";"190003328";"lt";"9"
"4807";"2017-03-01 23:04:35";"2017-09-01";"Vilniaus ""Minties"" gimnazija";"190005717";"lt";"9"
"4808";"2017-03-01 23:05:01";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4809";"2017-03-01 23:05:46";"2017-09-01";"Vilniaus Aleksandro Puškino mokykla";"190003470";"ru";"1"
"4809";"2017-03-01 23:05:46";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4809";"2017-03-01 23:05:46";"2017-09-01";"Vilniaus ""Ateities"" mokykla";"190003666";"ru";"1"
"4810";"2017-03-01 23:05:46";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"4811";"2017-03-01 23:09:09";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"5"
"4811";"2017-03-01 23:09:09";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"5"
"4812";"2017-03-01 23:09:09";"2017-09-01";"Vilniaus darželis-mokykla ""Svaja""";"190026654";"ru";"1"
"4813";"2017-03-01 23:11:28";"2017-09-01";"Vilniaus ""Sietuvos"" progimnazija";"190008784";"lt";"1"
"4814";"2017-03-01 23:13:19";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"1"
"4814";"2017-03-01 23:13:19";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4814";"2017-03-01 23:13:19";"2017-09-01";"Vilniaus Antano Vienuolio progimnazija";"300134205";"lt";"1"
"4815";"2017-03-01 23:13:40";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4815";"2017-03-01 23:13:40";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4815";"2017-03-01 23:13:40";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"4816";"2017-03-01 23:14:08";"2017-09-01";"Vilniaus ""Sietuvos"" progimnazija";"190008784";"lt";"5"
"4816";"2017-03-01 23:14:08";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"5"
"4816";"2017-03-01 23:14:08";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"5"
"4817";"2017-03-01 23:14:16";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4818";"2017-03-01 23:14:29";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"1"
"4818";"2017-03-01 23:14:29";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"4819";"2017-03-01 23:16:26";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"4819";"2017-03-01 23:16:26";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"5"
"4819";"2017-03-01 23:16:26";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"5"
"4820";"2017-03-01 23:19:26";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"9"
"4820";"2017-03-01 23:19:26";"2017-09-01";"Vilniaus Žemynos gimnazija";"190008827";"lt";"9"
"4820";"2017-03-01 23:19:26";"2017-09-01";"Vilniaus Radvilų gimnazija";"190003285";"lt";"9"
"4820";"2017-03-01 23:19:26";"2017-09-01";"Vilniaus Mykolo Biržiškos gimnazija";"190003328";"lt";"9"
"4821";"2017-03-01 23:23:07";"2017-09-01";"Vilniaus darželis - mokykla ""Vaivorykštė""";"190013393";"ru";"1"
"4822";"2017-03-01 23:23:26";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"5"
"4823";"2017-03-01 23:23:57";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"4824";"2017-03-01 23:25:11";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"4825";"2017-03-01 23:26:28";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"1"
"4825";"2017-03-01 23:26:28";"2017-09-01";"Vilniaus Jeruzalės progimnazija";"190000937";"lt";"1"
"4825";"2017-03-01 23:26:28";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"4827";"2017-03-01 23:31:14";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4827";"2017-03-01 23:31:14";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4828";"2017-03-01 23:31:15";"2017-09-01";"Vilniaus ""Spindulio"" progimnazija";"190006242";"lt";"1"
"4829";"2017-03-01 23:31:47";"2017-09-01";"Vilniaus Baltupių progimnazija";"190000894";"lt";"5"
"4829";"2017-03-01 23:31:47";"2017-09-01";"Vilniaus Senvagės gimnazija";"190002226";"lt";"5"
"4829";"2017-03-01 23:31:47";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"5"
"4830";"2017-03-01 23:33:07";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4830";"2017-03-01 23:33:07";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4830";"2017-03-01 23:33:07";"2017-09-01";"Vilniaus Lazdynų mokykla";"190005489";"lt";"1"
"4830";"2017-03-01 23:33:07";"2017-09-01";"Vilniaus Sausio 13-osios mokykla";"190005293";"lt";"1"
"4831";"2017-03-01 23:35:24";"2017-09-01";"Vilniaus Petro Vileišio progimnazija";"195008119";"lt";"5"
"4832";"2017-03-01 23:35:32";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"5"
"4832";"2017-03-01 23:35:32";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"5"
"4832";"2017-03-01 23:35:32";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"5"
"4832";"2017-03-01 23:35:32";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"5"
"4833";"2017-03-01 23:39:59";"2017-09-01";"Vilniaus darželis-mokykla ""Dainorėliai""";"190012291";"lt";"1"
"4834";"2017-03-01 23:40:08";"2017-09-01";"Vilniaus Martyno Mažvydo progimnazija";"195003862";"lt";"1"
"4835";"2017-03-01 23:40:52";"2017-09-01";"Vilniaus Barboros Radvilaitės pagrindinė mokykla";"195474280";"lt";"1"
"4836";"2017-03-01 23:41:29";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"4836";"2017-03-01 23:41:29";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4836";"2017-03-01 23:41:29";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"4836";"2017-03-01 23:41:29";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4837";"2017-03-01 23:42:15";"2017-09-01";"Vilniaus Gabijos gimnazija";"190003513";"lt";"5"
"4837";"2017-03-01 23:42:15";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"5"
"4837";"2017-03-01 23:42:15";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"5"
"4837";"2017-03-01 23:42:15";"2017-09-01";"Vilniaus Maironio progimnazija";"190002564";"lt";"5"
"4837";"2017-03-01 23:42:15";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"5"
"4838";"2017-03-01 23:43:33";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"1"
"4838";"2017-03-01 23:43:33";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4838";"2017-03-01 23:43:33";"2017-09-01";"Vilniaus Vytės Nemunėlio pradinė mokykla";"195472468";"lt";"1"
"4838";"2017-03-01 23:43:33";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4838";"2017-03-01 23:43:33";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"4839";"2017-03-01 23:44:21";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"5"
"4839";"2017-03-01 23:44:21";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"5"
"4840";"2017-03-01 23:44:22";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4841";"2017-03-01 23:47:22";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4842";"2017-03-01 23:48:02";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"4842";"2017-03-01 23:48:02";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"4842";"2017-03-01 23:48:02";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4843";"2017-03-01 23:49:04";"2017-09-01";"Vilniaus Aleksandro Puškino mokykla";"190003470";"ru";"1"
"4843";"2017-03-01 23:49:04";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4843";"2017-03-01 23:49:04";"2017-09-01";"Vilniaus Levo Karsavino mokykla";"190002411";"ru";"1"
"4844";"2017-03-01 23:51:14";"2017-09-01";"Vilniaus Žemynos progimnazija";"295472120";"lt";"1"
"4844";"2017-03-01 23:51:14";"2017-09-01";"Vilniaus Medeinos pradinė mokykla";"190032746";"lt";"1"
"4845";"2017-03-01 23:51:56";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4845";"2017-03-01 23:51:56";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4845";"2017-03-01 23:51:56";"2017-09-01";"Vilniaus Sausio 13-osios mokykla";"190005293";"lt";"1"
"4846";"2017-03-01 23:53:57";"2017-09-01";"Vilniaus Tuskulėnų gimnazija";"190002030";"lt";"1"
"4846";"2017-03-01 23:53:57";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4848";"2017-03-01 23:59:49";"2017-09-01";"Vilniaus Žėručio pradinė mokykla";"195007921";"lt";"1"
"4848";"2017-03-01 23:59:49";"2017-09-01";"Vilniaus ""Ąžuolyno"" progimnazija";"190006395";"lt";"1"
"4848";"2017-03-01 23:59:49";"2017-09-01";"Vilniaus Jono Basanavičiaus progimnazija";"302523034";"lt";"1"
"4848";"2017-03-01 23:59:49";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4849";"2017-03-02 00:01:45";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4849";"2017-03-02 00:01:45";"2017-09-01";"Vilniaus ""Santaros"" progimnazija";"304089978";"ru";"1"
"4851";"2017-03-02 00:05:44";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"4851";"2017-03-02 00:05:44";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4851";"2017-03-02 00:05:44";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"4851";"2017-03-02 00:05:44";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4853";"2017-03-02 00:20:18";"2017-09-01";"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"190000175";"ru";"1"
"4856";"2017-03-02 00:39:09";"2017-09-01";"Vilniaus ""Taikos"" progimnazija";"195007889";"lt";"1"
"4856";"2017-03-02 00:39:09";"2017-09-01";"Vilniaus ""Vyturio"" pradinė mokykla";"190009167";"lt";"1"
"4856";"2017-03-02 00:39:09";"2017-09-01";"Vilniaus Lazdynų mokykla";"190005489";"lt";"1"
"4857";"2017-03-02 00:39:53";"2017-09-01";"Vilniaus darželis-mokykla ""Vilija""";"190022976";"pl";"1"
"4858";"2017-03-02 00:46:21";"2017-09-01";"Vilniaus Balsių progimnazija";"302589995";"lt";"1"
"4859";"2017-03-02 00:48:18";"2017-09-01";"Vilniaus Abraomo Kulviečio klasikinė gimnazija";"195005870";"lt";"1"
"4860";"2017-03-02 01:06:00";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"5"
"4860";"2017-03-02 01:06:00";"2017-09-01";"Vilniaus Antakalnio progimnazija";"302818006";"lt";"5"
"4861";"2017-03-02 05:03:57";"2017-09-01";"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";"190001843";"lt";"1"
"4861";"2017-03-02 05:03:57";"2017-09-01";"Vilniaus šv. Kristoforo progimnazija";"302420714";"lt";"1"
"4861";"2017-03-02 05:03:57";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4862";"2017-03-02 06:18:31";"2017-09-01";"Vilniaus Sofijos Kovalevskajos progimnazija";"304075156";"ru";"1"
"4864";"2017-03-02 06:25:00";"2017-09-01";"Vilniaus ""Žiburio"" pradinė mokykla";"190022638";"lt";"1"
"4865";"2017-03-02 06:31:00";"2017-09-01";"Vilniaus Mykolo Biržiškos gimnazija";"190003328";"lt";"9"
"4865";"2017-03-02 06:31:00";"2017-09-01";"Vilniaus Žvėryno gimnazija";"190001081";"lt";"9"
"4865";"2017-03-02 06:31:00";"2017-09-01";"Vilniaus Žemynos gimnazija";"190008827";"lt";"9"
"4866";"2017-03-02 06:53:57";"2017-09-01";"Vilniaus Simono Daukanto progimnazija";"301806638";"lt";"1"
"4867";"2017-03-02 06:54:07";"2017-09-01";"Vilniaus ""Genio"" progimnazija";"191665719";"lt";"1"
"4867";"2017-03-02 06:54:07";"2017-09-01";"Vilniaus Šeškinės pradinė mokykla";"191713384";"lt";"1"
"4867";"2017-03-02 06:54:07";"2017-09-01";"Vilniaus Prano Mašioto pradinė mokykla";"195008076";"lt";"1"
"4867";"2017-03-02 06:54:07";"2017-09-01";"Vilniaus Filaretų pradinė mokykla";"190004234";"lt";"1"
"4867";"2017-03-02 06:54:07";"2017-09-01";"Vilniaus Šolomo Aleichemo ORT gimnazija";"190009352";"lt";"1"
"4868";"2017-03-02 07:02:10";"2017-09-01";"Vilniaus darželis - mokykla ""Vaivorykštė""";"190013393";"ru";"1"
