PRASYMO_ID;PRASYMO_PATEIKIMO_DATA;LANKYTI_NUO;ISTAIGA;ISTAIGOS_KODAS;KALBA;PAGEIDAUJAMA_LANKYTI_KLASE;MOK_GATV_K;MOK_SENIUNIJOS_NR;DEKLARUOTAS_NUO;MOK_TER_REJ_KODAS
358;"2017-03-01 09:14:01";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2710;7;2016-05-26;G1
358;"2017-03-01 09:14:01";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2710;7;2016-05-26;G1
358;"2017-03-01 09:14:01";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;1;2710;7;2016-05-26;G1
358;"2017-03-01 09:14:01";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;2710;7;2016-05-26;G1
359;"2017-03-01 09:14:03";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;123;15;2016-06-06;G1
360;"2017-03-01 09:14:04";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;581;17;2016-08-30;G1
360;"2017-03-01 09:14:04";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;5;581;17;2016-08-30;G1
361;"2017-03-01 09:14:05";2017-09-01;"Vilniaus savivaldybės Grigiškių pradinė mokykla";190648581;lt;1;522;21;2011-08-24;G89
362;"2017-03-01 09:14:09";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;213;13;2010-10-11;G1
362;"2017-03-01 09:14:09";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;213;13;2010-10-11;G1
362;"2017-03-01 09:14:09";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;213;13;2010-10-11;G1
363;"2017-03-01 09:14:12";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;382;5;2006-05-30;G1
363;"2017-03-01 09:14:12";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;5;382;5;2006-05-30;G1
363;"2017-03-01 09:14:12";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;5;382;5;2006-05-30;G1
364;"2017-03-01 09:14:13";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;1135;4;2012-09-07;G1
364;"2017-03-01 09:14:13";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;1135;4;2012-09-07;G1
364;"2017-03-01 09:14:13";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;1135;4;2012-09-07;G1
364;"2017-03-01 09:14:13";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;1135;4;2012-09-07;G1
365;"2017-03-01 09:14:14";2017-09-01;"Vilniaus darželis - mokykla ""Vaivorykštė""";190013393;ru;1;398;6;2017-05-30;G1
366;"2017-03-01 09:14:15";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;482;1;2010-07-21;G1
366;"2017-03-01 09:14:15";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;482;1;2010-07-21;G1
367;"2017-03-01 09:14:16";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;123;15;2017-03-08;G1
368;"2017-03-01 09:14:16";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;1977;2;2013-01-04;G1
369;"2017-03-01 09:14:21";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;618;16;2010-06-30;G1
370;"2017-03-01 09:14:22";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;4;2710;7;2007-12-05;G1
371;"2017-03-01 09:14:24";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;2656;4;2013-09-02;G1
371;"2017-03-01 09:14:24";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2656;4;2013-09-02;G1
372;"2017-03-01 09:14:26";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;216;3;2014-07-25;G1
373;"2017-03-01 09:14:31";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;1620;12;2013-05-02;G1
373;"2017-03-01 09:14:31";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;1620;12;2013-05-02;G1
373;"2017-03-01 09:14:31";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;1620;12;2013-05-02;G1
374;"2017-03-01 09:14:33";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;2656;4;2010-08-19;G1
375;"2017-03-01 09:14:34";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;135;16;2010-06-23;G1
375;"2017-03-01 09:14:34";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;135;16;2010-06-23;G1
376;"2017-03-01 09:14:37";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;1895;1;2012-08-29;G1
377;"2017-03-01 09:14:39";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;694;2;2012-10-18;G1
377;"2017-03-01 09:14:39";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;694;2;2012-10-18;G1
378;"2017-03-01 09:14:42";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;1726;1;2011-04-13;G1
378;"2017-03-01 09:14:42";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;1726;1;2011-04-13;G1
378;"2017-03-01 09:14:42";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;1726;1;2011-04-13;G1
378;"2017-03-01 09:14:42";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;1726;1;2011-04-13;G1
379;"2017-03-01 09:14:46";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2653;7;2010-02-11;G1
379;"2017-03-01 09:14:46";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;2653;7;2010-02-11;G1
379;"2017-03-01 09:14:46";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2653;7;2010-02-11;G1
379;"2017-03-01 09:14:46";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2653;7;2010-02-11;G1
380;"2017-03-01 09:15:04";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;1675;1;2010-09-29;G1
381;"2017-03-01 09:15:04";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;1965;14;2015-10-07;G1
381;"2017-03-01 09:15:04";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;1965;14;2015-10-07;G1
381;"2017-03-01 09:15:04";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;1965;14;2015-10-07;G1
381;"2017-03-01 09:15:04";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;1965;14;2015-10-07;G1
381;"2017-03-01 09:15:04";2017-09-01;"Vilniaus Petro Vileišio progimnazija";195008119;lt;1;1965;14;2015-10-07;G1
382;"2017-03-01 09:15:05";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;125;7;2010-06-29;G1
383;"2017-03-01 09:15:09";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;439;16;2010-03-04;G1
383;"2017-03-01 09:15:09";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;439;16;2010-03-04;G1
384;"2017-03-01 09:15:11";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;492;4;2010-07-13;G1
384;"2017-03-01 09:15:11";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;492;4;2010-07-13;G1
385;"2017-03-01 09:15:12";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;298;13;2014-11-07;G1
385;"2017-03-01 09:15:12";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;5;298;13;2014-11-07;G1
385;"2017-03-01 09:15:12";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;5;298;13;2014-11-07;G1
386;"2017-03-01 09:15:14";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;170;12;2010-09-22;G1
386;"2017-03-01 09:15:14";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;170;12;2010-09-22;G1
386;"2017-03-01 09:15:14";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;1;170;12;2010-09-22;G1
386;"2017-03-01 09:15:14";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;170;12;2010-09-22;G1
387;"2017-03-01 09:15:17";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;23;13;2013-10-16;G1
387;"2017-03-01 09:15:17";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;23;13;2013-10-16;G1
387;"2017-03-01 09:15:17";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;23;13;2013-10-16;G1
387;"2017-03-01 09:15:17";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;23;13;2013-10-16;G1
388;"2017-03-01 09:15:20";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;529;6;2016-03-24;G1
389;"2017-03-01 09:15:22";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2620;20;2013-08-19;G1
389;"2017-03-01 09:15:22";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;2620;20;2013-08-19;G1
389;"2017-03-01 09:15:22";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2620;20;2013-08-19;G1
389;"2017-03-01 09:15:22";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;1;2620;20;2013-08-19;G1
390;"2017-03-01 09:15:23";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;136;14;2010-06-23;G1
391;"2017-03-01 09:15:26";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;5;3;3;2013-01-18;G1
391;"2017-03-01 09:15:26";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;5;3;3;2013-01-18;G1
391;"2017-03-01 09:15:26";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;3;3;2013-01-18;G1
391;"2017-03-01 09:15:26";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;3;3;2013-01-18;G1
391;"2017-03-01 09:15:26";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;5;3;3;2013-01-18;G1
392;"2017-03-01 09:15:27";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;567;7;2010-09-21;G1
393;"2017-03-01 09:15:28";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;2010-09-29;G1
395;"2017-03-01 09:15:31";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;2006;1;2011-09-16;G1
396;"2017-03-01 09:15:33";2017-09-01;"Vilniaus Pilaitės gimnazija";190006438;lt;9;223;12;2004-11-30;G1
397;"2017-03-01 09:15:33";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;1762;1;2010-11-08;G1
398;"2017-03-01 09:15:34";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;706;11;2016-02-29;G1
398;"2017-03-01 09:15:34";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;706;11;2016-02-29;G1
399;"2017-03-01 09:15:35";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;653;5;2010-08-24;G1
400;"2017-03-01 09:15:35";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;1264;1;2011-06-15;G1
400;"2017-03-01 09:15:35";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;1264;1;2011-06-15;G1
401;"2017-03-01 09:15:36";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;643;12;2010-07-12;G1
401;"2017-03-01 09:15:36";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;643;12;2010-07-12;G1
401;"2017-03-01 09:15:36";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;643;12;2010-07-12;G1
402;"2017-03-01 09:15:36";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;536;8;2017-02-06;G1
403;"2017-03-01 09:15:36";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2656;4;2010-11-25;G1
404;"2017-03-01 09:15:37";2017-09-01;"Vilniaus Simono Daukanto progimnazija";301806638;lt;1;645;16;2010-02-12;G1
405;"2017-03-01 09:15:39";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;2805;13;2011-04-20;G1
405;"2017-03-01 09:15:39";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;2805;13;2011-04-20;G1
405;"2017-03-01 09:15:39";2017-09-01;"Vilniaus Volungės darželis-mokykla";191713046;lt;1;2805;13;2011-04-20;G1
406;"2017-03-01 09:15:40";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;125;7;2010-09-26;G1
407;"2017-03-01 09:15:42";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;223;12;2016-10-25;G1
408;"2017-03-01 09:15:46";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;567;7;2012-10-19;G1
408;"2017-03-01 09:15:46";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;567;7;2012-10-19;G1
408;"2017-03-01 09:15:46";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;567;7;2012-10-19;G1
409;"2017-03-01 09:15:48";2017-09-01;"Vilniaus Pilaitės gimnazija";190006438;lt;9;547;12;2008-01-07;G1
410;"2017-03-01 09:15:49";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;125;7;2010-07-01;G1
411;"2017-03-01 09:15:50";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;203;8;2011-09-21;G1
411;"2017-03-01 09:15:50";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;203;8;2011-09-21;G1
412;"2017-03-01 09:15:52";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;2266;13;2011-02-03;G1
412;"2017-03-01 09:15:52";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;2266;13;2011-02-03;G1
413;"2017-03-01 09:15:52";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;412;10;2010-12-09;G1
413;"2017-03-01 09:15:52";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;412;10;2010-12-09;G1
413;"2017-03-01 09:15:52";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;412;10;2010-12-09;G1
413;"2017-03-01 09:15:52";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;412;10;2010-12-09;G1
414;"2017-03-01 09:15:53";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;2143;11;2016-06-27;G1
414;"2017-03-01 09:15:53";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2143;11;2016-06-27;G1
414;"2017-03-01 09:15:53";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2143;11;2016-06-27;G1
415;"2017-03-01 09:15:55";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;405;7;2015-02-25;G1
415;"2017-03-01 09:15:55";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;405;7;2015-02-25;G1
415;"2017-03-01 09:15:55";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;405;7;2015-02-25;G1
415;"2017-03-01 09:15:55";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;405;7;2015-02-25;G1
416;"2017-03-01 09:15:55";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;27;11;2014-05-19;G1
416;"2017-03-01 09:15:55";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;27;11;2014-05-19;G1
416;"2017-03-01 09:15:55";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;27;11;2014-05-19;G1
416;"2017-03-01 09:15:55";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;1;27;11;2014-05-19;G1
417;"2017-03-01 09:15:56";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;125;7;2016-07-25;G1
418;"2017-03-01 09:15:57";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2143;11;2010-06-16;G1
418;"2017-03-01 09:15:57";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;2143;11;2010-06-16;G1
418;"2017-03-01 09:15:57";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2143;11;2010-06-16;G1
419;"2017-03-01 09:15:59";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;1985;1;2017-02-13;G1
419;"2017-03-01 09:15:59";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;1985;1;2017-02-13;G1
419;"2017-03-01 09:15:59";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;1985;1;2017-02-13;G1
419;"2017-03-01 09:15:59";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;1985;1;2017-02-13;G1
419;"2017-03-01 09:15:59";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;1985;1;2017-02-13;G1
420;"2017-03-01 09:16:00";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;687;7;2010-03-10;G1
421;"2017-03-01 09:16:01";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;266;4;2010-08-17;G1
421;"2017-03-01 09:16:01";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;266;4;2010-08-17;G1
422;"2017-03-01 09:16:01";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;216;1;2010-01-13;G1
422;"2017-03-01 09:16:01";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;216;1;2010-01-13;G1
423;"2017-03-01 09:16:06";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;2010-11-25;G1
423;"2017-03-01 09:16:06";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;2010-11-25;G1
424;"2017-03-01 09:16:09";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;;;;
424;"2017-03-01 09:16:09";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;5;;;;
424;"2017-03-01 09:16:09";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;;;;
424;"2017-03-01 09:16:09";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;5;;;;
424;"2017-03-01 09:16:09";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;;;;
425;"2017-03-01 09:16:12";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;378;13;2016-09-02;G1
425;"2017-03-01 09:16:12";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;378;13;2016-09-02;G1
425;"2017-03-01 09:16:12";2017-09-01;"Vilniaus Petro Vileišio progimnazija";195008119;lt;1;378;13;2016-09-02;G1
425;"2017-03-01 09:16:12";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;378;13;2016-09-02;G1
426;"2017-03-01 09:16:12";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;469;8;2013-07-25;G1
426;"2017-03-01 09:16:12";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;469;8;2013-07-25;G1
426;"2017-03-01 09:16:12";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;1;469;8;2013-07-25;G1
427;"2017-03-01 09:16:13";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;1;100;16;2014-06-16;G1
428;"2017-03-01 09:16:16";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;2656;4;2010-08-17;G1
428;"2017-03-01 09:16:16";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2656;4;2010-08-17;G1
428;"2017-03-01 09:16:16";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;2656;4;2010-08-17;G1
428;"2017-03-01 09:16:16";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2656;4;2010-08-17;G1
428;"2017-03-01 09:16:16";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;2656;4;2010-08-17;G1
429;"2017-03-01 09:16:17";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;61;15;2011-09-02;G1
430;"2017-03-01 09:16:17";2017-09-01;"Vilniaus ""Žaros"" gimnazija";190007910;ru;1;2384;14;2011-03-28;G1
431;"2017-03-01 09:16:19";2017-09-01;"Vilniaus Mykolo Biržiškos gimnazija";190003328;lt;9;272;5;2008-01-16;G1
431;"2017-03-01 09:16:19";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;9;272;5;2008-01-16;G1
431;"2017-03-01 09:16:19";2017-09-01;"Vilniaus Žemynos gimnazija";190008827;lt;9;272;5;2008-01-16;G1
431;"2017-03-01 09:16:19";2017-09-01;"Vilniaus Simono Daukanto gimnazija";301806652;lt;9;272;5;2008-01-16;G1
432;"2017-03-01 09:16:21";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;758;1;2012-07-31;G1
433;"2017-03-01 09:16:22";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;272;7;2010-09-29;G1
433;"2017-03-01 09:16:22";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;272;7;2010-09-29;G1
433;"2017-03-01 09:16:22";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;272;7;2010-09-29;G1
433;"2017-03-01 09:16:22";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;272;7;2010-09-29;G1
434;"2017-03-01 09:16:23";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2143;11;2010-07-15;G1
434;"2017-03-01 09:16:23";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2143;11;2010-07-15;G1
434;"2017-03-01 09:16:23";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;1;2143;11;2010-07-15;G1
434;"2017-03-01 09:16:23";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;2143;11;2010-07-15;G1
435;"2017-03-01 09:16:24";2017-09-01;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;1;1733;1;2012-11-16;G1
436;"2017-03-01 09:16:25";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;1254;16;2011-06-16;G1
436;"2017-03-01 09:16:25";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;1254;16;2011-06-16;G1
436;"2017-03-01 09:16:25";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;1254;16;2011-06-16;G1
436;"2017-03-01 09:16:25";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;1254;16;2011-06-16;G1
436;"2017-03-01 09:16:25";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;1254;16;2011-06-16;G1
437;"2017-03-01 09:16:26";2017-09-01;"Vilniaus Jono Pauliaus II progimnazija";195472315;pl;1;405;7;2010-07-02;G1
438;"2017-03-01 09:16:27";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;330;7;2010-11-03;G1
438;"2017-03-01 09:16:27";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;330;7;2010-11-03;G1
438;"2017-03-01 09:16:27";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;330;7;2010-11-03;G1
438;"2017-03-01 09:16:27";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;330;7;2010-11-03;G1
439;"2017-03-01 09:16:29";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;;;;
440;"2017-03-01 09:16:30";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;150;12;2010-03-04;G1
441;"2017-03-01 09:16:31";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;2143;11;2010-05-20;G1
441;"2017-03-01 09:16:31";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;2143;11;2010-05-20;G1
441;"2017-03-01 09:16:31";2017-09-01;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;1;2143;11;2010-05-20;G1
442;"2017-03-01 09:16:33";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;123;15;2010-01-26;G1
443;"2017-03-01 09:16:35";2017-09-01;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";190000175;ru;1;858;666;2010-05-31;G1
443;"2017-03-01 09:16:35";2017-09-01;"Vilniaus darželis - mokykla ""Vaivorykštė""";190013393;ru;1;858;666;2010-05-31;G1
443;"2017-03-01 09:16:35";2017-09-01;"Vilniaus ""Santaros"" progimnazija";304089978;ru;1;858;666;2010-05-31;G1
444;"2017-03-01 09:16:36";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;327;15;2016-12-09;G1
445;"2017-03-01 09:16:36";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;705;2;2012-03-06;G1
445;"2017-03-01 09:16:36";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;705;2;2012-03-06;G1
447;"2017-03-01 09:16:40";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;203;7;2013-03-19;G1
448;"2017-03-01 09:16:42";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;314;13;2010-06-09;G1
448;"2017-03-01 09:16:42";2017-09-01;"Vilniaus Antakalnio progimnazija";302818006;lt;1;314;13;2010-06-09;G1
448;"2017-03-01 09:16:42";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;314;13;2010-06-09;G1
448;"2017-03-01 09:16:42";2017-09-01;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;1;314;13;2010-06-09;G1
448;"2017-03-01 09:16:42";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;314;13;2010-06-09;G1
