PRASYMO_ID;PRASYMO_PATEIKIMO_DATA;LANKYTI_NUO;ISTAIGA;ISTAIGOS_KODAS;KALBA;PAGEIDAUJAMA_LANKYTI_KLASE;MOK_GATV_K;MOK_SENIUNIJOS_NR;ISTAIGA_PAGAL_TERITORIJA;AR_TERITORINE;CR_1;CR_2;CR_3;CR_4;CR_5;CR_6;CR_7;CR_8;CR_9;CR_10;CR_11;CR_12;CR_13
5;"2017-02-28 16:41:37";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
6;"2017-02-28 16:44:09";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
6;"2017-02-28 16:44:09";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
6;"2017-02-28 16:44:09";2017-09-01;"Vilniaus karaliaus Mindaugo mokykla";190005336;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus Senamiesčio mokykla";190006819;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus Šilo mokykla";191722433;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus ""Santaros"" progimnazija";304089978;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus Aleksandro Puškino mokykla";190003470;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";190000175;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"2017-02-28 16:44:25";2017-09-01;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";190000175;ru;2;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
8;"2017-02-28 16:44:58";2017-09-01;"Vilniaus ""Atgajos"" specialioji mokykla";190981194;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
8;"2017-02-28 16:44:58";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
9;"2017-02-28 18:45:52";2017-09-01;"Vilniaus ""Vilties"" specialioji mokykla-daugiafunkcinis centras";190034188;lt;1;;;999999999;;1;0;0;0;0;0;0;0;0;0;0;0;0
10;"2017-02-28 19:16:09";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;355;5;190002564;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11;"2017-02-28 19:21:10";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;;;999999999;;1;0;0;1;1;1;0;1;0;0;0;0;0
11;"2017-02-28 19:21:10";2017-09-01;"Vilniaus ""Atgajos"" specialioji mokykla";190981194;lt;5;;;999999999;;1;0;0;1;1;1;0;1;0;0;0;0;0
11;"2017-02-28 19:21:10";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;5;;;999999999;;1;0;0;1;1;1;0;1;0;0;0;0;0
11;"2017-02-28 19:21:10";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;5;;;999999999;;1;0;0;1;1;1;0;1;0;0;0;0;0
11;"2017-02-28 19:21:10";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;5;;;999999999;;1;0;0;1;1;1;0;1;0;0;0;0;0
12;"2017-02-28 19:35:49";2017-09-01;"Vilniaus ""Atgajos"" specialioji mokykla";190981194;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
13;"2017-02-28 19:44:08";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;;;999999999;;0;0;1;0;0;1;0;0;0;0;0;0;0
14;"2017-02-28 21:58:41";2017-09-01;"Vilniaus ""Atžalyno"" mokykla-darželis";191665861;lt;3;355;5;190002564;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;"2017-02-28 23:12:09";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;355;5;190002564;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"2017-02-28 23:12:09";2017-09-01;"Vilniaus ""Vilties"" specialioji mokykla-daugiafunkcinis centras";190034188;lt;1;355;5;190002564;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;"2017-02-28 23:12:09";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;355;5;190002564;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;"2017-03-01 08:55:19";2017-09-01;"Vilniaus ""Atgajos"" specialioji mokykla";190981194;lt;1;;;999999999;;0;1;1;0;0;0;0;0;0;0;0;0;0
16;"2017-03-01 08:55:19";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;;;999999999;;0;1;1;0;0;0;0;0;0;0;0;0;0
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;736;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;736;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;5;736;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;736;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;"2017-03-01 08:56:03";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;5;736;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;"2017-03-01 08:56:11";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
18;"2017-03-01 08:56:11";2017-09-01;"Vilniaus ""Atžalyno"" mokykla-darželis";191665861;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
18;"2017-03-01 08:56:11";2017-09-01;"Vilniaus ""Vilnies"" pagrindinė mokykla";191715435;lt;1;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;290003090;0;1;0;0;0;0;0;0;0;0;0;0;0;0
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;290003090;1;1;0;0;0;0;0;0;0;0;0;0;0;0
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;141;5;290003090;0;1;0;0;0;0;0;0;0;0;0;0;0;0
19;"2017-03-01 08:57:48";2017-09-01;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;1;141;5;290003090;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;191665480;1;1;0;0;0;0;0;0;0;0;0;0;0;0
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;121;4;191665480;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;121;4;191665480;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20;"2017-03-01 08:58:20";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;121;4;191665480;0;1;0;0;0;0;0;0;0;0;0;0;0;0
21;"2017-03-01 08:58:46";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;536;8;195007889;1;1;0;0;0;0;0;0;0;0;0;0;0;0
21;"2017-03-01 08:58:46";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;536;8;195007889;0;1;0;0;0;0;0;0;0;0;0;0;0;0
22;"2017-03-01 08:58:57";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;873;1;190000937;1;1;0;0;0;0;0;0;0;1;0;0;0;0
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;5;330;7;190032746;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;5;330;7;190032746;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;"2017-03-01 08:58:59";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;5;330;7;190032746;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;"2017-03-01 08:59:11";2017-09-01;"Vilniaus Balsių progimnazija";302589995;lt;1;789;1;302589995;1;1;0;0;0;0;1;0;0;1;0;0;0;0
25;"2017-03-01 08:59:12";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;27;11;190005293;0;1;0;0;0;0;0;0;0;0;0;0;0;0
25;"2017-03-01 08:59:12";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;5;27;11;190005293;1;1;0;0;0;0;0;0;0;0;0;0;0;0
26;"2017-03-01 08:59:18";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;619;9;190002379;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Gerosios Vilties progimnazija";190004615;lt;1;144;18;190004615;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;144;18;190004615;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;144;18;190004615;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;144;18;190004615;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"2017-03-01 08:59:22";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;144;18;190004615;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;"2017-03-01 08:59:29";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;607;2;302420714;1;1;0;0;0;0;0;0;0;0;0;0;0;0
29;"2017-03-01 08:59:30";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;121;4;191665480;1;1;0;0;0;0;0;0;0;0;0;0;0;0
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;191713384;1;1;0;0;0;0;0;0;0;0;0;0;0;0
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;191713384;0;1;0;0;0;0;0;0;0;0;0;0;0;0
30;"2017-03-01 08:59:31";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;141;5;191713384;0;1;0;0;0;0;0;0;0;0;0;0;0;0
31;"2017-03-01 08:59:33";2017-09-01;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;1;141;5;191713384;1;1;0;1;0;0;0;0;0;0;0;0;0;0
31;"2017-03-01 08:59:33";2017-09-01;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;1;141;5;191713384;0;1;0;1;0;0;0;0;0;0;0;0;0;0
32;"2017-03-01 08:59:46";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;345;2;190002030;0;0;0;0;0;0;1;0;0;0;0;1;0;0
32;"2017-03-01 08:59:46";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;345;2;190002030;1;0;0;0;0;0;1;0;0;0;0;1;0;0
33;"2017-03-01 09:00:04";2017-09-01;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;1;1617;12;195003862;1;1;0;0;0;0;0;0;0;0;0;0;0;0
34;"2017-03-01 09:00:10";2017-09-01;"Vilniaus Mykolo Biržiškos gimnazija";190003328;lt;9;706;11;195007921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;"2017-03-01 09:00:10";2017-09-01;"Vilniaus Vytauto Didžiojo gimnazija";300134269;lt;9;706;11;195007921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;"2017-03-01 09:00:10";2017-09-01;"Vilniaus Simono Daukanto gimnazija";301806652;lt;9;706;11;195007921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;"2017-03-01 09:00:10";2017-09-01;"Vilniaus Žirmūnų gimnazija";190000360;lt;9;706;11;195007921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;"2017-03-01 09:00:10";2017-09-01;"Vilniaus Karoliniškių gimnazija";190008631;lt;9;706;11;195007921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;"2017-03-01 09:00:13";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;79;11;190006395;0;1;0;0;0;0;0;0;0;0;0;0;0;0
35;"2017-03-01 09:00:13";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;79;11;190006395;1;1;0;0;0;0;0;0;0;0;0;0;0;0
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;607;2;302420714;1;0;1;0;0;0;0;0;0;0;0;0;0;0
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;607;2;302420714;0;0;1;0;0;0;0;0;0;0;0;0;0;0
36;"2017-03-01 09:00:16";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;607;2;302420714;0;0;1;0;0;0;0;0;0;0;0;0;0;0
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;266;4;190003851;1;1;0;0;0;0;1;0;0;0;0;0;0;0
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;266;4;190003851;0;1;0;0;0;0;1;0;0;0;0;0;0;0
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;266;4;190003851;0;1;0;0;0;0;1;0;0;0;0;0;0;0
37;"2017-03-01 09:00:27";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;266;4;190003851;0;1;0;0;0;0;1;0;0;0;0;0;0;0
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;2653;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;2653;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2653;7;190032746;1;1;0;0;0;0;0;0;0;0;0;0;0;0
38;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;2653;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;2710;7;190003513;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;"2017-03-01 09:00:30";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;2710;7;190003513;1;0;0;0;0;0;0;0;0;0;0;0;0;0
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Žvėryno gimnazija";190001081;lt;5;2143;11;190006395;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;5;2143;11;190006395;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;2143;11;190006395;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;5;2143;11;190006395;1;0;0;0;0;0;0;0;0;0;0;0;0;0
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;1;910;10;190006057;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;"2017-03-01 09:00:37";2017-09-01;"Vilniaus ""Ryto"" progimnazija";190006057;lt;1;910;10;190006057;1;0;0;0;0;0;0;0;0;0;0;0;0;0
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus ""Ąžuolyno"" progimnazija";190006395;lt;1;412;10;190006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus Žėručio pradinė mokykla";195007921;lt;1;412;10;190006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus Sausio 13-osios mokykla";190005293;lt;1;412;10;190006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;"2017-03-01 09:00:43";2017-09-01;"Vilniaus ""Spindulio"" progimnazija";190006242;lt;1;412;10;190006242;1;0;0;0;0;0;0;0;0;0;0;0;0;0
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;330;7;190032746;1;1;0;0;0;0;0;0;0;0;0;0;0;0
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus ""Aušros"" mokykla-darželis";190032365;lt;1;330;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Žemynos progimnazija";295472120;lt;1;330;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus ""Sietuvos"" progimnazija";190008784;lt;1;330;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
43;"2017-03-01 09:00:47";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;330;7;190032746;0;1;0;0;0;0;0;0;0;0;0;0;0;0
44;"2017-03-01 09:00:50";2017-09-01;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;1;2362;14;300134205;1;1;0;0;0;0;0;0;0;0;0;0;0;0
44;"2017-03-01 09:00:50";2017-09-01;"Vilniaus Barboros Radvilaitės pagrindinė mokykla";195474280;lt;1;2362;14;300134205;0;1;0;0;0;0;0;0;0;0;0;0;0;0
45;"2017-03-01 09:00:57";2017-09-01;"Vilniaus Jeruzalės progimnazija";190000937;lt;1;1349;1;190000937;1;1;0;0;0;0;0;1;0;0;0;0;0;0
45;"2017-03-01 09:00:57";2017-09-01;"Vilniaus Baltupių progimnazija";190000894;lt;1;1349;1;190000937;0;1;0;0;0;0;0;1;0;0;0;0;0;0
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Filaretų pradinė mokykla";190004234;lt;1;415;15;190004234;1;1;0;0;0;0;1;0;0;1;0;0;0;0
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus ""Genio"" progimnazija";191665719;lt;1;415;15;190004234;0;1;0;0;0;0;1;0;0;1;0;0;0;0
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus ""Žiburio"" pradinė mokykla";190022638;lt;1;415;15;190004234;0;1;0;0;0;0;1;0;0;1;0;0;0;0
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;415;15;190004234;0;1;0;0;0;0;1;0;0;1;0;0;0;0
46;"2017-03-01 09:01:03";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;1;415;15;190004234;0;1;0;0;0;0;1;0;0;1;0;0;0;0
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Pelėdos"" pradinė mokykla";190016165;lt;1;469;8;195007889;0;1;0;0;0;0;0;0;0;1;0;0;0;0
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Vyturio"" pradinė mokykla";190009167;lt;1;469;8;195007889;0;1;0;0;0;0;0;0;0;1;0;0;0;0
47;"2017-03-01 09:01:06";2017-09-01;"Vilniaus ""Taikos"" progimnazija";195007889;lt;1;469;8;195007889;1;1;0;0;0;0;0;0;0;1;0;0;0;0
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;1;492;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Gabijos gimnazija";190003513;lt;1;492;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Fabijoniškių mokykla";190003851;lt;1;492;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;1;492;4;191665480;1;0;0;0;0;0;0;0;0;0;0;0;0;0
48;"2017-03-01 09:01:08";2017-09-01;"Vilniaus Medeinos pradinė mokykla";190032746;lt;1;492;4;191665480;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;1;2189;13;190001843;1;1;0;0;0;0;0;0;0;1;0;0;0;0
50;"2017-03-01 09:01:09";2017-09-01;"Vilniaus Tuskulėnų gimnazija";190002030;lt;1;316;2;190002030;1;1;0;0;0;0;0;0;0;0;0;0;0;0
50;"2017-03-01 09:01:09";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;1;316;2;190002030;0;1;0;0;0;0;0;0;0;0;0;0;0;0
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Gedimino technikos universiteto inžinerijos licėjus";190001843;lt;5;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus Šolomo Aleichemo ORT gimnazija";190009352;lt;5;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
51;"2017-03-01 09:01:21";2017-09-01;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;5;;;999999999;;0;0;0;0;0;0;0;0;0;0;0;0;0
